"Season","Team","G","PA","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","wRAA","wRC","RE24","REW","WAR","-WPA","+WPA","BsR","Off","Def","Z-Contact%","Contact%","O-Swing%"
"2006","SFG","2313","6136","163","746","711","58","25","8.1%","14.5%",".163",".282",".259",".324",".422",".320","88","-64.0","706","-32.42","-3.19","15.7","-110.38","107.28","-15.8","-116.2","73.5","90.2%","82.7%","23.7%"
"2007","SDP","2334","6326","171","741","704","55","24","8.8%","19.4%",".160",".291",".251",".322",".411",".320","96","-64.8","717","19.99","2.35","15.8","-109.52","108.49","3.3","-30.2","-16.6","86.3%","77.9%","23.4%"
"2002","CHC","2294","6242","200","706","676","63","21","9.4%","20.3%",".167",".283",".246",".321",".413",".320","93","-38.0","712","-7.22","-1.00","17.1","-112.96","107.31","-7.0","-59.2","27.5","82.3%","74.9%","18.6%"
"2011","TBR","2284","6152","172","707","674","155","62","9.3%","19.4%",".159",".281",".244",".322",".402",".319","103","16.1","707","24.07","2.67","27.7","-101.91","106.99","10.4","35.1","23.1","86.1%","79.5%","27.3%"
"2011","NYM","2383","6335","108","718","676","130","35","9.0%","17.1%",".127",".307",".264",".335",".391",".319","102","11.0","723","62.75","6.80","17.2","-111.18","117.75","11.1","25.0","-55.1","89.3%","83.2%","28.7%"
"2019","ARI","2418","6315","220","813","778","88","14","8.6%","21.5%",".182",".293",".252",".323",".434",".319","93","-8.2","787","41.72","3.75","22.9","-110.79","109.31","18.3","-37.5","68.5","85.4%","77.0%","32.4%"
"2020","MIN","882","2168","91","269","258","14","7","8.6%","24.4%",".186",".283",".242",".315",".427",".319","101","-0.7","271","-5.19","-0.43","9.4","-36.62","35.87","0.4","2.1","-3.0","85.1%","75.2%","31.5%"
"2000","MIL","2207","6355","177","740","708","72","44","9.8%","19.6%",".158",".284",".246",".325",".403",".319","82","-122.6","712","-41.69","-3.78","11.7","-117.95","111.97","-5.1","-157.3","67.0","","",""
"2011","TOR","2265","6210","186","743","704","131","52","8.5%","19.1%",".164",".283",".249",".317",".413",".319","97","16.6","714","7.87","0.81","15.6","-111.86","113.21","12.1","-11.6","-46.8","87.3%","79.5%","30.6%"
"2019","CLE","2321","6124","223","769","731","103","35","9.2%","21.8%",".183",".289",".250",".323",".432",".319","95","-5.3","765","-49.49","-4.81","20.6","-102.83","98.91","4.3","-35.6","31.9","86.0%","77.4%","29.2%"
"2015","ARI","2393","6276","154","720","680","132","44","7.8%","20.9%",".150",".316",".264",".324",".414",".319","95","26.0","732","1.08","-0.10","21.6","-113.48","109.21","12.5","-23.3","32.6","87.6%","78.6%","30.8%"
"2018","ATL","2377","6251","175","759","717","90","36","8.2%","20.6%",".161",".302",".257",".324",".417",".319","97","16.9","747","52.75","5.68","25.7","-107.49","109.76","12.6","-13.5","66.8","85.3%","77.9%","32.4%"
"2008","CIN","2392","6188","187","704","677","85","47","9.0%","18.2%",".161",".278",".247",".321",".408",".319","87","-53.6","691","-58.01","-5.72","13.8","-110.62","106.88","1.1","-103.2","43.7","87.2%","78.4%","26.0%"
"2018","TOR","2435","6076","217","709","680","47","30","8.2%","22.8%",".183",".286",".244",".312",".427",".319","101","19.3","729","-23.43","-2.19","13.2","-111.33","109.95","-27.1","-22.5","-49.7","85.0%","75.1%","32.1%"
"2005","LAA","2234","6186","147","761","726","161","57","7.2%","13.7%",".139",".294",".270",".325",".409",".319","96","-36.9","705","22.40","2.24","19.6","-108.64","111.39","3.3","-30.8","17.0","89.6%","83.1%","23.2%"
"2016","PIT","2458","6261","153","729","696","110","45","9.0%","21.3%",".144",".311",".257",".332",".402",".318","97","-2.2","736","11.78","1.36","18.8","-111.30","111.77","-6.7","-26.5","15.6","86.1%","78.3%","27.7%"
"2010","FLA","2300","6194","152","719","686","92","26","8.3%","22.2%",".149",".309",".254",".321",".403",".318","92","-17.9","694","12.44","1.61","15.9","-103.42","103.76","22.5","-36.1","2.7","86.3%","77.6%","29.1%"
"2017","BAL","2351","6140","232","743","713","32","13","6.4%","23.0%",".175",".306",".260",".312",".435",".318","95","-13.8","735","-26.46","-2.68","11.3","-102.73","99.16","-14.9","-51.3","-44.9","84.2%","75.5%","33.3%"
"2015","SFG","2342","6153","136","696","663","93","36","7.4%","18.8%",".139",".313",".267",".326",".406",".318","104","20.9","713","39.94","4.56","29.5","-106.02","106.89","-0.4","25.5","62.0","87.3%","79.7%","29.7%"
"2005","SDP","2380","6271","130","684","655","99","44","9.6%","15.6%",".134",".289",".257",".333",".391",".318","98","-44.8","707","0.95","0.05","20.3","-109.99","110.20","-0.3","-19.8","17.6","89.2%","82.1%","18.4%"
"2013","ATL","2293","6133","181","688","656","64","31","8.8%","22.6%",".153",".300",".249",".321",".402",".318","102","17.3","689","55.90","6.27","25.6","-102.62","109.11","-5.7","3.8","50.1","82.8%","76.0%","30.3%"
"2015","KCR","2263","6116","139","724","689","104","34","6.3%","15.9%",".144",".301",".269",".322",".412",".318","99","22.7","711","21.04","2.06","21.8","-100.74","105.88","-0.3","-8.3","13.8","89.9%","81.9%","32.5%"
"2005","HOU","2324","6139","161","693","654","115","44","7.8%","16.9%",".152",".288",".256",".322",".408",".318","90","-45.0","691","-31.72","-3.29","18.1","-110.88","104.03","-0.1","-77.8","58.5","87.8%","80.7%","19.5%"
"2010","CHC","2307","6140","149","685","658","55","31","7.8%","20.1%",".145",".304",".257",".320",".401",".318","90","-21.3","684","-34.18","-3.66","13.8","-108.47","98.60","-10.3","-81.7","29.0","87.7%","79.2%","30.4%"
"2001","ANA","1824","6226","158","691","662","116","52","7.9%","16.1%",".144",".290",".261",".327",".405",".318","93","-49.4","723","-76.30","-7.61","17.8","-115.29","106.97","0.3","-57.5","22.4","","",""
"2003","SDP","2384","6246","128","678","641","76","39","9.0%","17.2%",".127",".301",".261",".333",".388",".318","95","-55.8","710","-27.45","-2.83","22.4","-113.98","112.17","2.0","-38.3","60.8","86.8%","78.4%","23.1%"
"2003","BAL","2196","6241","152","743","695","89","36","6.9%","14.5%",".138",".293",".268",".323",".405",".318","94","-52.3","713","-30.56","-3.01","15.6","-112.62","107.51","11.0","-35.3","-21.2","89.6%","82.1%","22.2%"
"2009","KCR","2247","6103","144","686","657","88","29","7.5%","17.9%",".146",".298",".259",".318",".405",".318","88","-56.4","675","-85.35","-8.49","2.2","-107.91","98.30","-18.9","-110.3","-82.0","88.9%","81.3%","27.4%"
"2007","MIN","2259","6161","118","718","671","112","30","8.3%","13.6%",".127",".291",".264",".330",".391",".317","91","-72.4","689","-46.19","-4.58","14.1","-110.99","102.94","2.6","-68.7","-0.4","91.6%","84.5%","23.5%"
"2019","TEX","2273","6204","223","810","765","131","38","8.6%","25.4%",".183",".304",".248",".319",".431",".317","88","-14.9","766","-47.00","-4.43","9.2","-110.58","104.40","12.0","-86.8","-37.5","84.0%","74.9%","31.3%"
"2004","SEA","2280","6362","136","698","658","110","42","7.7%","16.6%",".127",".308",".270",".331",".396",".317","93","-69.9","719","-85.90","-8.43","17.3","-128.18","115.21","-6.4","-65.3","26.1","85.9%","81.0%","19.7%"
"2001","ATL","2141","6152","174","729","696","85","46","8.0%","16.9%",".152",".290",".260",".324",".412",".317","89","-57.0","706","6.60","0.65","20.9","-107.89","106.81","-3.3","-88.9","99.8","","",""
"2005","LAD","2351","6134","149","685","653","58","35","8.8%","17.8%",".142",".290",".253",".326",".395",".317","91","-49.4","686","-38.47","-3.96","13.6","-116.01","112.00","-21.4","-93.4","29.0","87.8%","79.6%","18.7%"
"2013","LAD","2336","6145","138","649","618","78","28","7.7%","18.6%",".133",".308",".264",".326",".396",".317","103","11.8","685","22.22","2.13","25.5","-108.62","112.15","-8.0","14.7","37.2","88.0%","80.3%","30.4%"
"2016","MIN","2290","6245","200","722","690","91","32","8.2%","22.8%",".171",".300",".251",".316",".421",".317","95","-6.5","729","-32.44","-3.36","12.4","-117.43","107.70","7.8","-28.5","-65.9","85.5%","77.8%","29.8%"
"2021","MIN","2043","5317","196","631","595","44","13","8.8%","22.9%",".180",".281",".241",".315",".420",".317","100","13.7","656","-17.94","-1.79","14.7","-99.33","92.68","-4.0","-4.3","-30.0","84.4%","76.0%","30.6%"
"2018","CIN","2402","6240","172","696","665","77","33","9.0%","22.1%",".148",".307",".254",".328",".401",".317","94","7.3","737","-17.75","-1.99","16.5","-112.97","106.20","-1.9","-44.8","8.6","86.2%","78.6%","29.5%"
"2002","LAD","2302","6146","155","713","693","96","37","7.0%","15.3%",".146",".291",".264",".320",".409",".317","96","-49.6","688","25.16","2.49","23.7","-109.11","110.73","-3.5","-36.0","73.4","87.4%","81.4%","20.1%"
"2008","PIT","2340","6278","153","735","705","57","19","7.6%","16.5%",".145",".290",".258",".320",".403",".317","89","-64.5","691","-19.59","-1.61","6.3","-113.93","111.59","0.1","-89.2","-48.6","89.5%","83.1%","24.8%"
"2016","HOU","2334","6204","198","724","689","102","44","8.9%","23.4%",".170",".298",".247",".319",".417",".317","101","-7.4","724","14.84","1.35","23.7","-109.36","107.46","-5.4","2.8","14.6","83.2%","75.4%","30.2%"
"2014","WSN","2265","6216","152","686","635","101","23","8.3%","21.0%",".140",".303",".253",".321",".393",".317","99","25.9","694","43.18","4.94","26.2","-105.21","109.88","15.3","8.4","42.4","87.7%","78.9%","29.2%"
"2012","BAL","2282","6160","214","712","677","58","29","7.8%","21.3%",".170",".286",".247",".311",".417",".317","96","5.4","708","-22.77","-2.71","14.6","-105.42","105.22","-17.1","-44.0","-24.7","85.8%","77.9%","31.2%"
"2019","LAA","2425","6251","220","769","734","65","20","9.4%","20.4%",".175",".281",".247",".324",".422",".316","97","-17.2","770","-14.91","-1.25","18.9","-107.28","103.18","-6.1","-31.0","4.6","86.2%","78.8%","28.0%"
"2007","CHW","2257","6103","190","693","667","78","45","8.7%","18.8%",".158",".278",".246",".318",".404",".316","86","-75.8","679","-106.97","-10.16","2.9","-112.47","103.46","-15.7","-125.7","-55.7","87.0%","79.8%","24.3%"
"2006","TBD","2247","6041","190","689","650","134","52","7.3%","18.3%",".165",".285",".255",".314",".420",".316","89","-78.7","679","-84.88","-8.27","10.3","-111.19","100.71","1.9","-84.4","-19.0","86.5%","78.8%","24.8%"
"2002","KCR","2248","6206","140","737","695","140","65","8.4%","14.8%",".143",".282",".256",".323",".398",".316","85","-48.5","697","-90.34","-8.92","7.2","-118.10","108.67","10.9","-104.1","-35.1","88.4%","82.9%","15.9%"
"2014","MIN","2292","6233","128","715","675","99","36","8.7%","21.3%",".135",".309",".254",".324",".389",".316","100","30.7","700","33.03","3.42","16.2","-109.23","109.33","20.9","23.8","-72.6","86.6%","79.3%","29.5%"
"2003","MON","2275","6116","144","711","682","100","39","8.5%","16.2%",".143",".290",".258",".326",".401",".316","85","-62.3","687","-47.11","-4.95","9.6","-111.65","108.31","-4.6","-124.7","21.3","86.6%","79.4%","27.1%"
"2017","BOS","2334","6338","168","785","735","106","31","9.0%","19.3%",".149",".300",".258",".329",".407",".316","91","-24.2","748","-10.94","-1.15","18.2","-117.19","114.30","4.9","-64.0","30.2","87.1%","79.6%","29.5%"
"2012","BOS","2317","6166","165","734","695","97","31","6.9%","19.4%",".155",".301",".260",".315",".415",".316","95","6.0","710","-5.22","-0.76","20.1","-106.85","103.92","2.6","-37.1","20.0","87.9%","81.2%","29.7%"
"2001","DET","1841","6145","139","724","691","133","61","7.6%","15.8%",".150",".291",".260",".320",".409",".316","94","-58.7","704","-74.87","-7.23","11.3","-112.04","105.12","-0.2","-45.2","-52.0","","",""
"2018","STL","2464","6200","205","759","725","63","32","8.5%","22.3%",".160",".294",".249",".321",".409",".316","99","2.2","727","72.91","7.61","25.7","-104.48","111.85","12.9","7.9","47.1","86.0%","76.8%","29.8%"
"2017","ATL","2374","6216","165","732","706","77","31","7.6%","19.0%",".150",".305",".263",".326",".412",".316","89","-34.8","723","-9.98","-1.04","15.6","-109.13","107.34","4.3","-82.5","35.0","86.5%","79.0%","33.7%"
"2017","TBR","2345","6147","228","694","671","88","34","8.9%","25.0%",".178",".296",".245",".317",".422",".316","99","-27.4","722","-47.87","-4.84","21.7","-110.87","106.22","11.2","1.1","6.5","81.3%","73.5%","32.2%"
"2013","CIN","2286","6293","155","698","664","67","35","9.3%","19.8%",".142",".293",".249",".327",".391",".316","96","2.7","692","27.65","3.34","22.5","-107.33","106.26","-2.0","-32.9","52.4","85.8%","78.1%","29.4%"
"2015","CLE","2285","6109","141","669","640","86","28","8.7%","18.9%",".144",".299",".256",".325",".401",".315","97","12.3","699","-33.48","-3.62","19.1","-103.24","97.75","8.1","-15.6","-4.5","88.6%","81.6%","28.5%"
"2005","PIT","2289","6221","139","680","656","73","30","7.6%","17.6%",".141",".297",".259",".322",".400",".315","89","-58.6","687","-47.78","-5.09","13.4","-112.84","104.12","-5.0","-91.3","22.8","86.2%","78.6%","26.6%"
"2016","MIL","2342","6061","194","671","641","181","56","9.9%","25.5%",".163",".304",".244",".322",".407",".315","92","-19.1","695","-63.01","-6.37","12.7","-112.87","102.50","5.2","-55.2","-9.3","83.5%","74.7%","28.4%"
"2011","PHI","2203","6279","153","713","693","96","24","8.6%","16.3%",".142",".283",".253",".323",".395",".315","96","-8.2","697","40.28","4.29","19.0","-105.80","107.48","3.5","-29.5","17.9","89.2%","81.4%","30.2%"
"2008","KCR","2250","6118","120","691","650","79","38","6.4%","16.4%",".128",".307",".269",".320",".397",".315","87","-68.1","668","-83.93","-8.25","7.4","-107.48","98.12","-9.5","-109.1","-29.6","88.5%","81.7%","27.0%"
"2015","BAL","2249","6007","217","713","686","44","25","7.0%","22.2%",".171",".291",".250",".307",".421",".315","97","8.3","684","17.35","1.76","17.7","-102.67","99.74","-4.9","-23.9","-5.9","85.4%","76.8%","33.4%"
"2009","HOU","2340","6040","142","643","616","113","44","7.4%","16.4%",".140",".293",".260",".319",".400",".315","89","-72.9","651","-70.10","-7.15","12.7","-106.07","103.53","-18.0","-99.0","37.0","88.2%","81.2%","26.7%"
"2021","COL","2036","5266","162","653","624","68","21","8.1%","22.2%",".167",".295",".248",".316",".415",".315","81","-1.3","635","-37.35","-4.66","13.1","-96.80","90.16","12.7","-111.8","70.6","85.1%","76.6%","32.8%"
"2007","WSN","2528","6201","123","673","646","69","23","8.5%","18.2%",".134",".300",".256",".325",".390",".315","88","-89.5","677","-69.42","-6.84","13.2","-115.40","108.13","-10.8","-108.6","39.1","88.7%","80.2%","24.4%"
"2021","NYY","2038","5281","181","605","565","56","13","10.5%","24.6%",".162",".287",".236",".323",".398",".315","99","3.7","641","-29.92","-2.96","15.6","-97.43","97.25","-9.5","-14.0","-10.0","82.9%","74.9%","28.1%"
"2004","TBD","2182","6098","145","714","685","132","42","7.7%","15.5%",".147",".286",".258",".320",".405",".315","87","-80.5","676","-75.18","-6.94","16.3","-108.84","101.67","16.1","-82.6","41.6","87.0%","81.4%","20.8%"
"2016","NYM","2430","6115","218","671","649","42","18","8.5%","21.3%",".171",".282",".246",".316",".417",".315","99","-21.1","699","-15.29","-1.24","23.4","-103.74","99.33","-8.6","-17.7","55.9","87.4%","79.1%","29.5%"
"2018","TEX","2300","6163","194","737","696","74","35","9.0%","24.1%",".164",".292",".240",".318",".404",".315","89","-2.0","718","-40.45","-4.43","11.4","-109.95","101.69","7.2","-77.4","-15.1","84.8%","75.7%","31.5%"
"2016","SFG","2404","6271","130","715","675","79","36","9.1%","17.7%",".140",".299",".258",".329",".398",".315","96","-22.1","717","10.80","1.47","25.9","-115.47","112.96","-2.8","-34.8","92.8","88.5%","80.5%","29.0%"
"2006","PIT","2325","6218","141","691","656","68","23","7.4%","19.3%",".134",".310",".263",".327",".397",".315","86","-94.3","686","-79.76","-7.90","7.7","-120.99","108.70","-2.2","-115.0","-13.0","87.7%","80.0%","23.5%"
"2015","WSN","2245","6117","177","703","665","57","23","8.8%","22.0%",".151",".300",".251",".321",".403",".315","96","2.7","691","28.67","2.69","17.9","-104.97","104.98","-2.3","-29.7","9.4","85.7%","77.4%","29.6%"
"2016","TBR","2281","6046","216","672","647","60","37","7.4%","24.5%",".182",".293",".243",".307",".426",".315","98","-18.2","694","-39.05","-4.15","19.1","-108.60","100.17","-0.4","-13.0","-9.0","81.7%","74.4%","31.2%"
"2016","LAD","2491","6164","189","725","680","45","26","8.5%","21.4%",".160",".294",".249",".319",".409",".314","97","-21.7","705","28.17","3.44","25.5","-104.57","107.45","2.0","-20.1","77.9","86.5%","78.3%","28.4%"
"2004","PIT","2330","6115","142","680","648","63","40","6.8%","17.4%",".141",".298",".260",".321",".401",".314","85","-87.8","670","-78.49","-7.96","7.8","-112.46","104.27","-8.6","-128.7","2.5","83.4%","78.5%","24.5%"
"2019","PHI","2431","6261","215","774","742","78","18","9.0%","23.2%",".181",".293",".246",".319",".427",".314","92","-33.1","755","7.57","1.26","21.2","-109.23","108.28","13.8","-56.1","71.3","84.5%","75.8%","31.9%"
"2002","NYM","2389","6150","160","690","650","87","42","7.9%","17.0%",".139",".289",".256",".322",".395",".314","91","-63.2","675","-7.91","-0.77","17.6","-111.06","104.23","-6.1","-73.1","49.4","85.2%","79.3%","18.9%"
"2012","SFG","2384","6200","103","718","675","118","39","7.8%","17.7%",".128",".315",".269",".327",".397",".314","101","-8.1","700","81.00","8.63","29.0","-98.63","108.61","13.0","22.4","66.7","88.4%","81.3%","32.5%"
"2004","KCR","2169","6153","150","720","675","67","48","7.5%","17.2%",".139",".293",".259",".322",".397",".314","82","-82.1","681","-115.43","-10.20","1.0","-109.59","96.59","-9.3","-152.8","-47.4","85.5%","80.8%","23.5%"
"2011","CLE","2287","6142","154","704","671","89","42","8.0%","20.7%",".146",".297",".250",".317",".396",".314","99","-9.2","681","9.35","1.07","9.3","-109.16","108.22","0.4","-8.5","-107.2","86.9%","79.5%","28.0%"
"2003","TBD","2223","6212","137","715","678","142","42","6.8%","16.6%",".139",".301",".265",".320",".404",".314","90","-70.5","691","-65.75","-6.59","17.6","-119.48","109.75","13.2","-65.7","30.0","88.0%","79.3%","25.2%"
"2004","NYM","2390","6209","185","684","658","107","23","8.2%","18.7%",".160",".282",".249",".317",".409",".314","88","-88.4","681","-62.21","-6.11","11.3","-117.63","106.99","-2.0","-101.6","8.5","84.3%","79.4%","19.3%"
"2001","KCR","1837","6176","152","729","691","100","42","6.6%","14.5%",".143",".291",".266",".318",".409",".314","82","-68.9","697","-100.95","-9.52","11.3","-111.14","99.26","1.5","-135.4","35.8","","",""
"2019","STL","2413","6167","210","764","714","116","29","9.1%","23.0%",".170",".292",".245",".322",".415",".314","94","-35.4","741","34.30","3.84","22.3","-106.40","108.56","14.4","-31.5","61.4","84.8%","76.7%","31.0%"
"2019","SEA","2347","6199","239","758","730","115","47","9.5%","25.5%",".187",".287",".237",".316",".424",".314","98","-31.5","749","-11.84","-1.12","16.2","-108.87","106.33","13.4","-1.6","-50.1","82.9%","75.3%","28.1%"
"2016","LAA","2419","6041","156","717","686","73","34","7.8%","16.4%",".145",".289",".260",".322",".405",".314","99","-20.4","691","25.96","2.84","19.2","-100.34","101.63","-16.8","-27.4","6.4","89.2%","81.5%","30.3%"
"2021","OAK","2038","5298","174","641","602","81","15","8.9%","22.5%",".170",".280",".238",".316",".408",".314","103","0.7","641","31.62","3.24","21.7","-91.85","96.37","7.0","26.4","9.8","85.3%","76.8%","29.8%"
"2016","CHW","2217","6131","168","686","656","77","36","7.4%","21.0%",".153",".304",".257",".317",".410",".314","97","-21.4","701","-35.08","-3.70","15.0","-111.01","109.38","-2.5","-27.2","-38.0","86.1%","77.9%","33.3%"
"2012","CIN","2211","6115","172","669","636","87","27","7.9%","20.7%",".159",".296",".251",".315",".411",".314","93","-9.6","688","-20.37","-2.25","23.9","-107.62","111.96","13.5","-36.0","78.9","86.9%","78.9%","30.4%"
"2020","OAK","865","2201","71","274","264","26","3","10.8%","23.8%",".171",".271",".225",".322",".396",".314","102","-11.1","265","14.34","1.64","9.6","-39.53","39.63","6.4","11.9","9.8","83.8%","76.0%","27.4%"
"2021","SDP","2151","5312","160","646","613","101","34","10.0%","21.8%",".159",".285",".241",".324",".400",".314","98","-2.8","639","41.57","4.52","16.5","-90.84","90.24","0.3","-15.0","6.5","85.9%","77.6%","27.5%"
"2021","PHI","2076","5308","172","641","612","69","18","9.4%","23.0%",".168",".286",".240",".318",".408",".314","95","-4.4","637","30.30","2.89","16.9","-90.92","93.60","6.8","-29.0","24.6","83.7%","76.4%","30.8%"
"2013","ARI","2349","6334","130","685","647","62","41","8.2%","18.0%",".133",".301",".259",".323",".391",".314","93","-3.8","690","-10.59","-1.06","19.4","-118.17","116.04","-18.5","-69.4","59.4","87.8%","80.7%","30.9%"
"2011","CHC","2373","6130","148","654","610","69","23","6.9%","19.6%",".144",".301",".256",".314",".401",".314","91","-17.9","671","-39.10","-3.93","14.3","-114.62","112.22","-17.7","-80.2","29.5","88.5%","79.4%","32.2%"
"2021","MIL","2109","5360","171","659","624","69","20","9.5%","24.2%",".165",".288",".237",".320",".401",".313","94","-3.5","644","33.53","3.46","21.5","-91.45","91.92","7.5","-30.9","70.4","84.1%","75.1%","30.2%"
"2011","LAA","2187","6088","155","667","629","135","52","7.3%","17.8%",".149",".288",".253",".313",".402",".313","98","-14.2","670","-16.44","-1.83","23.8","-107.54","105.13","-3.8","-14.6","38.0","88.2%","80.8%","31.3%"
"2015","CHC","2406","6200","171","689","657","95","37","9.1%","24.5%",".154",".305",".244",".321",".398",".313","96","-2.6","695","11.84","1.15","25.4","-109.28","112.61","15.1","-15.8","63.6","83.7%","74.7%","29.8%"
"2018","LAA","2467","6108","214","721","690","89","22","8.4%","21.3%",".171",".277",".242",".313",".413",".313","98","-4.4","709","11.08","1.22","23.1","-100.06","101.39","2.8","-13.8","36.7","85.8%","78.1%","29.3%"
"2018","MIN","2351","6154","166","738","704","47","27","8.7%","21.6%",".155",".298",".250",".318",".405",".313","96","-7.9","711","-12.97","-1.28","16.0","-108.82","106.98","0.6","-30.5","-17.4","87.2%","78.9%","28.8%"
"2005","KCR","2259","6086","126","701","653","53","33","7.0%","16.6%",".134",".298",".263",".320",".396",".313","87","-64.8","665","-72.91","-7.02","2.7","-110.45","100.91","6.3","-91.5","-87.3","87.8%","80.9%","24.7%"
"2003","CLE","2241","6188","158","699","660","86","61","7.5%","17.2%",".148",".286",".254",".316",".401",".313","90","-76.8","682","-92.40","-8.87","13.8","-119.40","108.62","-7.5","-83.9","10.1","88.0%","79.6%","20.3%"
"2015","TBR","2479","6071","167","644","612","87","45","7.2%","21.6%",".154",".300",".252",".314",".406",".313","100","-1.0","682","-36.37","-3.84","19.6","-115.84","110.65","-13.4","-16.2","2.5","84.4%","77.5%","30.5%"
"2014","CLE","2391","6222","142","669","644","104","27","8.1%","19.1%",".136",".296",".253",".317",".389",".313","98","14.0","683","-18.03","-2.09","14.1","-115.10","114.11","9.9","-1.7","-65.6","87.9%","81.1%","29.2%"
"2017","CHW","2289","6059","186","706","670","71","31","6.6%","23.1%",".161",".309",".256",".314",".417",".313","95","-41.0","698","-45.91","-4.19","14.1","-107.25","100.33","-1.9","-36.4","-29.2","85.1%","76.0%","32.4%"
"2010","WSN","2410","6100","149","655","634","110","41","8.2%","20.0%",".140",".294",".250",".318",".390",".313","90","-43.1","657","-47.07","-4.86","16.6","-107.81","101.95","-11.3","-84.4","59.9","87.3%","78.7%","29.1%"
"2019","PIT","2441","6228","163","758","722","64","29","6.8%","19.5%",".156",".309",".265",".321",".420",".313","92","-39.6","744","4.91","0.36","10.4","-110.06","110.69","-4.6","-72.3","-22.1","86.9%","78.5%","33.6%"
"2010","OAK","2255","6117","109","663","619","156","38","8.6%","17.3%",".122",".297",".256",".324",".378",".313","95","-39.8","663","-27.49","-2.58","20.3","-106.25","101.16","17.8","-20.6","1.0","88.9%","82.5%","26.3%"
"2009","CIN","2314","6187","158","673","637","96","40","8.6%","18.2%",".147",".282",".247",".318",".394",".313","84","-89.3","652","-74.96","-7.44","19.5","-110.19","101.29","5.2","-118.5","119.4","87.4%","79.6%","26.0%"
"2012","MIN","2271","6209","131","701","666","135","37","8.1%","17.2%",".130",".298",".260",".325",".390",".313","95","-10.8","698","-21.59","-2.42","12.6","-114.46","109.38","0.7","-32.5","-57.5","89.6%","83.3%","28.3%"
"2015","SEA","2407","6131","198","656","624","69","45","7.8%","21.8%",".162",".292",".249",".311",".411",".313","100","-3.3","686","-19.14","-2.09","17.4","-111.66","108.78","-23.1","-20.7","-15.8","85.0%","77.0%","30.0%"
"2015","PIT","2431","6285","140","697","661","98","45","7.3%","21.0%",".136",".314",".260",".323",".396",".313","97","-8.4","698","17.86","1.79","24.0","-109.82","111.66","3.5","-17.4","49.6","85.7%","78.0%","30.8%"
"2018","SEA","2373","6087","176","677","644","79","37","7.1%","20.1%",".154",".295",".254",".314",".408",".313","100","-11.0","700","-24.10","-2.64","18.0","-107.83","110.59","-7.0","-8.3","-17.4","88.2%","78.7%","31.1%"
"2009","SEA","2150","6113","160","640","613","89","33","6.9%","17.9%",".144",".293",".258",".314",".402",".313","89","-81.4","651","-96.86","-9.44","16.8","-110.54","106.93","-4.5","-87.0","40.0","86.9%","79.6%","28.0%"
"2014","MIL","2327","6065","150","650","617","102","43","7.0%","19.7%",".147",".293",".250",".311",".397",".313","94","4.2","656","-12.06","-1.62","20.8","-107.26","104.99","-12.1","-56.2","62.2","86.0%","78.0%","33.6%"
"2014","CHW","2285","6077","155","660","625","85","36","6.9%","22.4%",".146",".306",".253",".310",".398",".312","99","11.4","664","-19.57","-2.31","13.3","-110.45","112.17","-13.1","-23.5","-46.4","86.6%","77.1%","32.9%"
"2007","KCR","2294","6140","102","706","660","78","44","7.0%","17.4%",".126",".305",".261",".322",".388",".312","85","-96.6","663","-90.26","-8.73","14.3","-110.05","98.02","-1.6","-121.2","55.1","87.8%","80.2%","25.9%"
"2018","PIT","2293","6066","157","692","665","70","38","7.8%","20.3%",".154",".298",".254",".317",".407",".312","95","-15.6","693","13.80","1.50","17.3","-104.18","103.66","-13.3","-51.7","29.1","86.0%","78.1%","31.4%"
"2005","SFG","2360","6077","128","649","617","71","35","7.1%","14.8%",".135",".290",".261",".319",".396",".312","86","-72.2","656","-85.72","-8.92","13.0","-116.47","111.66","-13.9","-121.6","53.0","89.8%","82.1%","22.4%"
"2017","KCR","2342","6027","193","702","660","91","31","6.5%","19.3%",".160",".295",".259",".311",".420",".312","91","-44.9","690","-59.97","-5.52","11.1","-106.08","103.30","2.5","-65.6","-28.5","87.1%","78.8%","33.8%"
"2003","CIN","2334","6211","182","694","669","80","34","8.4%","21.3%",".150",".289",".245",".318",".395",".312","84","-84.0","677","-67.57","-6.80","10.3","-116.53","112.62","10.4","-120.8","21.8","84.2%","74.7%","25.7%"
"2002","MIL","2329","6083","139","627","597","94","50","8.2%","18.5%",".137",".294",".253",".320",".390",".312","86","-73.7","657","-106.53","-10.85","9.9","-115.68","98.10","-26.4","-131.8","33.0","83.1%","76.2%","18.1%"
"2011","CHW","2206","6159","154","654","625","81","53","7.7%","16.1%",".136",".280",".252",".319",".388",".312","90","-19.3","673","-95.05","-9.25","11.7","-115.45","104.96","-9.9","-80.0","-13.9","88.9%","82.4%","31.5%"
"2019","CIN","2462","6100","227","701","679","80","38","8.1%","23.5%",".178",".288",".244",".315",".422",".312","87","-46.2","722","-67.51","-6.86","11.0","-114.15","102.02","-16.7","-118.5","34.5","85.1%","76.7%","31.9%"
"2005","MIN","2235","6192","134","688","644","102","44","7.8%","15.8%",".132",".291",".259",".323",".391",".312","89","-72.4","670","-71.34","-7.00","13.2","-124.41","117.59","-14.5","-96.1","18.6","89.5%","81.9%","26.5%"
